gene_id	BDF1_FPKM_rep1	BDF1_FPKM_rep2	ICR_FPKM_rep1	ICR_FPKM_rep2	ddY_FPKM_rep1	ddY_FPKM_rep2
Plagl1	1.7	1.92	2.53	3.4	3.87	3.4
Plagl2	6.17	6.47	6.73	7.63	6.88	7.62
Plat	566.65	577.83	542.5	449.46	483.18	409.1
Platr10	0.02	0.0	0.0	0.05	0.0	0.0
Platr14	8.62	10.21	7.22	7.72	6.98	7.6
Platr17	0.15	0.05	0.29	0.4	0.21	0.08
Platr20	0.0	0.04	0.0	0.22	0.0	0.06
Platr21	0.01	0.04	0.04	0.03	0.1	0.05
Platr22	0.07	0.21	0.34	0.06	0.17	0.13
Platr26	0.04	0.0	0.06	0.0	0.0	0.0
Platr4	0.0	0.0	0.0	0.0	0.0	0.0
Platr5	0.0	0.0	0.0	0.0	0.0	0.09
Platr7	0.02	0.0	0.0	0.0	0.0	0.04
Platr8	0.0	0.0	0.0	0.0	0.0	0.02
Platr9	0.07	0.04	0.07	0.05	0.06	0.0
Plau	0.0	0.0	0.0	0.02	0.01	0.01
Plaur	0.18	0.0	0.14	0.13	0.24	0.09
Plb1	0.05	0.27	0.09	0.07	0.07	0.04
Plbd1	0.31	0.63	0.59	0.75	0.68	0.55
Plbd2	4.3	4.13	5.18	4.55	5.27	4.61
Plcb1	3.92	3.96	3.92	4.23	4.61	5.05
Plcb2	0.0	0.0	0.0	0.0	0.0	0.0
Plcb3	5.16	4.35	4.79	3.84	4.78	4.81
Plcb4	0.7	0.76	0.51	0.7	0.73	0.75
Plcd1	0.0	0.0	0.0	0.0	0.03	0.0
Plcd3	0.16	0.11	0.18	0.17	0.29	0.2
Plcd4	0.0	0.0	0.0	0.0	0.01	0.0
Plce1	33.46	34.99	35.7	36.56	34.78	36.97
Plcg1	7.08	7.14	6.7	6.9	6.92	6.12
Plcg2	13.87	13.72	14.23	14.11	17.59	19.04
Plch1	0.09	0.12	0.27	0.31	0.9	1.05
Plch2	0.15	0.25	0.16	0.12	0.15	0.24
Plcl1	5.38	5.66	1.09	0.62	3.15	2.73
Plcl2	0.36	0.35	0.22	0.28	0.21	0.3
Plcxd1	0.04	0.06	0.02	0.03	0.03	0.01
Plcxd2	0.6	0.62	0.37	0.45	0.46	0.49
Plcxd3	0.94	1.1	0.83	0.71	0.78	0.71
Plcz1	0.0	0.0	0.0	0.01	0.0	0.0
Pld1	154.59	152.01	151.34	145.55	178.88	166.66
Pld2	3.89	4.55	6.16	4.98	6.12	6.97
Pld3	15.81	16.62	18.53	18.6	17.33	19.25
Pld4	0.04	0.39	0.19	0.29	0.31	0.27
Pld5	0.01	0.01	0.02	0.02	0.02	0.04
Pld6	3.79	4.86	4.97	6.07	2.3	1.78
Pldi	0.0	0.0	0.0	0.0	0.0	0.0
Plec	2.48	2.0	2.47	2.13	1.73	1.79
Plek	8.89	8.5	6.82	7.56	2.5	5.55
Plek2	0.0	0.0	0.0	0.01	0.0	0.0
Plekha1	11.19	10.74	9.53	11.19	11.23	11.5
Plekha2	5.72	5.19	6.06	6.38	5.43	5.06
Plekha3	38.89	39.34	39.21	40.64	37.4	38.56
Plekha4	0.44	0.45	0.41	0.36	0.28	0.22
Plekha5	18.28	17.1	15.15	13.81	17.48	15.51
Plekha6	18.48	17.51	12.28	12.22	14.46	14.68
Plekha7	0.17	0.11	0.04	0.14	0.62	0.19
Plekha8	53.06	48.86	53.56	49.47	49.87	46.65
Plekhb1	6.14	6.87	4.36	7.2	7.65	9.48
Plekhb2	2.3	2.55	2.16	2.08	1.99	1.38
Plekhd1	0.2	0.11	0.8	0.63	0.29	0.67
Plekhd1os	0.0	0.0	0.1	0.0	0.0	0.0
Plekhf1	0.2	0.33	0.09	0.0	0.08	0.0
Plekhf2	0.82	0.67	0.37	0.49	0.45	0.61
Plekhg1	90.34	84.63	82.12	79.22	92.49	96.94
Plekhg2	3.48	3.49	3.19	3.64	2.89	3.02
Plekhg3	136.08	133.82	122.93	131.21	138.86	130.08
Plekhg4	0.64	0.4	0.92	0.64	0.76	0.83
Plekhg5	17.47	17.03	18.64	18.47	18.53	17.4
Plekhg6	0.0	0.0	0.0	0.0	0.0	0.0
Plekhh1	1.45	1.32	4.58	3.53	4.69	4.7
Plekhh2	0.02	0.02	0.04	0.03	0.04	0.07
Plekhh3	1.96	2.93	2.82	2.48	2.8	2.42
Plekhj1	20.35	20.23	22.28	20.83	20.26	20.74
Plekhm1	19.77	18.91	19.92	17.88	18.99	19.19
Plekhm2	2.01	2.14	1.04	1.64	1.41	1.13
Plekhm3	8.28	7.09	6.76	6.67	7.49	7.19
Plekhn1	0.12	0.16	0.13	0.1	0.12	0.17
Plekho1	16.18	16.7	16.15	17.95	18.24	17.62
Plekho2	0.09	0.13	0.04	0.03	0.06	0.05
Plekhs1	0.04	0.07	0.18	0.08	0.16	0.06
Plet1	0.0	0.0	0.0	0.0	0.0	0.0
Plet1os	0.04	0.0	0.0	0.0	0.0	0.0
Plg	1.05	1.48	0.73	0.38	0.27	0.76
Plgrkt	0.03	0.05	0.0	0.06	0.03	0.04
Plin1	0.0	0.04	0.03	0.01	0.04	0.0
Plin2	2.09	2.04	1.05	1.53	19.39	22.65
Plin3	7.23	8.55	7.48	8.55	5.81	7.04
Plin4	0.0	0.0	0.01	0.0	0.0	0.02
Plin5	0.01	0.0	0.0	0.0	0.0	0.0
Plk1	115.37	133.01	133.29	129.35	151.52	144.23
Plk2	1.64	1.49	1.03	0.89	1.14	1.71
Plk3	1.2	1.06	1.95	1.73	1.79	2.2
Plk4	113.96	109.98	116.14	99.71	114.79	111.4
Plk5	0.0	0.0	0.0	0.0	0.0	0.0
Pllp	0.01	0.0	0.01	0.06	0.04	0.0
Pln	0.02	0.01	0.02	0.02	0.0	0.01
Plod1	2.14	2.38	2.26	2.93	1.94	1.86
Plod2	0.14	0.29	0.22	0.11	0.27	0.22
Plod3	0.56	0.59	0.66	0.63	0.45	0.53
Plp1	0.16	0.2	0.11	0.2	0.26	0.28
Plp2	4.05	5.23	5.82	4.13	4.04	3.71
Plrg1	85.39	95.05	93.58	95.7	107.85	101.51
Pls1	34.25	34.91	42.55	43.35	41.37	41.47
Pls3	0.42	0.38	0.67	0.45	0.44	0.4
Plscr1	0.29	0.51	0.21	0.28	0.42	0.3
Plscr2	0.0	0.0	0.0	0.0	0.0	0.0
Plscr3	0.24	0.2	0.47	0.52	0.66	0.38
Plscr4	0.03	0.0	0.0	0.0	0.01	0.0
Plscr5	0.0	0.0	0.0	0.0	0.0	0.0
Pltp	0.0	0.02	0.0	0.0	0.0	0.04
Plvap	0.61	0.4	0.49	0.79	0.59	0.65
Plxdc1	0.0	0.0	0.0	0.0	0.0	0.0
Plxdc2	4.59	4.28	2.58	2.79	4.15	3.72
Plxna1	46.11	41.97	47.33	33.51	46.68	47.76
Plxna2	13.8	13.41	8.22	10.34	9.64	10.27
Plxna3	0.02	0.06	0.0	0.01	0.03	0.06
Plxna4	18.84	18.44	19.34	18.75	20.28	19.49
Plxna4os1	0.0	0.0	0.0	0.0	0.0	0.0
Plxnb1	7.63	6.98	6.6	6.33	6.48	6.21
Plxnb2	23.49	24.14	22.84	24.28	23.45	21.22
Plxnb3	0.08	0.08	0.12	0.08	0.14	0.18
Plxnc1	14.31	14.56	12.06	11.99	14.38	12.81
Plxnd1	2.42	2.09	1.81	1.67	1.09	1.89
Pm20d1	0.11	0.03	0.06	0.09	0.04	0.05
Pm20d2	0.07	0.04	0.02	0.04	0.08	0.06
Pmaip1	0.13	0.04	0.06	0.03	0.12	0.17
Pmch	0.0	0.0	0.0	0.0	0.0	0.0
Pmel	0.29	0.09	0.15	0.21	0.18	0.28
Pmepa1	0.03	0.01	0.0	0.01	0.0	0.0
Pmf1	21.3	26.49	26.73	27.58	23.75	24.62
Pmfbp1	1.6	1.65	1.4	1.41	2.37	2.76
Pmis2	0.0	0.0	0.0	0.0	0.06	0.0
Pml	2.67	2.67	2.73	2.61	2.54	1.96
Pmm1	13.84	15.18	15.23	14.79	15.42	14.56
Pmm2	1.47	1.74	1.38	1.61	1.55	1.21
Pmp2	0.0	0.0	0.0	0.0	0.0	0.0
Pmp22	0.05	0.0	0.0	0.01	0.03	0.09
Pmpca	0.91	1.68	0.74	0.84	0.84	0.87
Pmpcb	27.08	28.94	17.56	23.08	18.3	19.74
Pms1	31.9	32.12	32.97	32.99	33.5	34.91
Pms2	5.61	5.58	6.58	6.73	6.76	5.88
Pmvk	0.18	0.12	0.2	0.12	0.36	0.23
Pnck	0.0	0.0	0.0	0.0	0.0	0.0
Pnisr	32.45	32.05	31.01	31.9	26.34	29.09
Pnkd	23.31	29.43	28.17	32.42	25.85	29.33
Pnkp	0.82	1.16	1.24	0.99	0.88	1.09
Pnky	0.0	0.0	0.0	0.0	0.0	0.0
Pnldc1	4.29	5.47	5.06	5.43	3.36	4.33
Pnlip	0.0	0.02	0.02	0.05	0.05	0.14
Pnliprp1	0.0	0.0	0.0	0.0	0.0	0.0
Pnliprp2	0.05	0.0	0.0	0.01	0.03	0.03
Pnma1	0.06	0.01	0.02	0.03	0.04	0.03
Pnma2	0.0	0.0	0.0	0.0	0.0	0.0
Pnma3	0.12	0.14	0.15	0.21	0.18	0.2
Pnma5	18.13	19.23	24.14	21.76	28.52	25.52
Pnmal1	5.59	7.91	3.2	3.23	3.53	3.13
Pnmal2	0.0	0.0	0.0	0.0	0.0	0.0
Pnmt	0.16	0.0	0.44	0.18	0.34	0.26
Pnn	111.13	99.25	108.89	95.99	94.34	95.24
Pno1	38.68	46.71	41.66	49.32	25.65	39.68
Pnoc	0.0	0.0	0.0	0.0	0.0	0.0
Pnp	9.79	10.8	8.61	9.46	10.13	9.17
Pnp2	0.5	0.51	0.21	0.11	0.03	0.2
Pnpla1	0.41	0.42	0.74	0.91	1.94	1.67
Pnpla2	15.01	15.39	14.38	17.76	15.47	17.85
Pnpla3	36.89	39.0	76.82	80.49	78.43	79.58
Pnpla5	0.42	0.48	0.28	0.35	0.37	0.51
Pnpla6	3.8	3.68	5.42	5.0	5.19	5.8
Pnpla7	1.74	1.87	2.21	1.87	2.16	1.76
Pnpla8	23.87	22.49	18.25	20.22	19.35	19.57
Pnpo	12.98	13.08	10.27	11.44	13.06	13.19
Pnpt1	4.25	4.26	4.92	4.49	4.07	3.85
Pnrc1	136.79	150.36	142.64	163.77	131.02	144.73
Pnrc2	0.67	0.88	0.78	0.88	0.61	0.49
Poc1a	33.28	38.29	39.49	41.58	41.89	41.5
Poc1b	12.68	13.57	15.25	14.01	14.65	13.53
Poc5	25.03	24.58	21.93	22.74	18.54	19.99
Podn	0.17	0.15	0.19	0.1	0.03	0.19
Podnl1	0.0	0.03	0.01	0.02	0.0	0.0
Podxl	0.0	0.01	0.01	0.0	0.0	0.0
Podxl2	1.25	1.6	1.61	1.64	0.97	1.11
Pof1b	0.0	0.0	0.0	0.0	0.02	0.0
Pofut1	0.15	0.07	0.04	0.05	0.1	0.05
Pofut2	42.13	48.79	44.36	49.77	37.56	37.69
Pogk	0.9	0.85	0.76	0.99	0.72	0.85
Poglut1	0.64	0.82	0.7	0.8	1.01	0.79
Pogz	8.97	9.22	7.93	9.29	9.39	9.71
Pola1	21.59	22.39	25.2	23.0	19.6	19.98
Pola2	17.97	18.12	21.9	21.12	20.8	20.96
Polb	42.91	49.05	44.3	43.77	43.32	46.69
Pold1	0.98	1.2	2.15	1.81	2.81	2.22
Pold2	17.57	20.23	21.52	22.55	15.89	19.29
Pold3	140.61	150.3	133.03	150.56	152.49	159.72
Pold4	3.29	3.35	3.23	4.09	3.1	3.15
Poldip2	6.99	8.73	6.6	7.59	7.33	7.11
Poldip3	14.04	15.07	21.42	21.64	17.83	18.32
Pole	7.77	7.66	9.33	8.2	6.39	7.21
Pole2	5.49	4.91	4.75	4.99	5.27	4.85
Pole3	177.26	172.71	205.68	187.98	195.99	192.09
Pole4	82.37	95.61	78.95	84.71	38.44	64.29
Polg	6.26	6.79	9.02	8.09	8.94	7.64
Polg2	0.53	0.42	0.27	0.3	0.46	0.21
Polh	0.92	1.01	0.68	1.06	1.0	0.74
Poli	17.92	18.04	11.28	11.51	11.38	12.32
Polk	4.34	3.9	4.1	4.33	2.53	2.51
Poll	20.19	20.51	19.07	20.92	22.6	20.76
Polm	29.53	28.54	11.23	8.31	13.46	17.27
Poln	0.87	0.73	1.14	1.27	1.21	1.47
Polq	2.23	2.25	1.9	1.82	1.98	1.8
Polr1a	22.49	22.74	29.75	28.04	21.23	18.17
Polr1b	2.39	2.36	2.6	3.0	1.65	1.6
Polr1c	2.88	3.02	1.29	2.69	2.19	2.86
Polr1d	121.01	147.05	108.94	125.84	130.65	128.8
Polr1e	10.93	11.34	10.41	11.64	8.42	8.84
Polr2a	10.48	10.08	12.9	12.14	11.12	10.31
Polr2b	33.66	33.88	40.65	39.92	38.71	37.49
Polr2c	232.08	223.69	198.16	191.11	200.31	195.59
Polr2d	125.51	144.08	145.82	159.58	125.65	116.66
Polr2e	32.85	40.9	48.07	54.37	43.66	43.13
Polr2f	16.64	26.97	20.45	26.14	16.17	19.07
Polr2g	26.15	32.27	39.99	43.88	32.26	34.45
Polr2h	1.71	2.02	2.1	2.78	2.72	3.52
Polr2i	14.16	16.56	23.06	24.13	20.49	20.72
Polr2j	81.62	133.85	92.05	98.49	87.78	100.05
Polr2k	47.69	61.61	38.9	45.2	56.48	49.63
Polr2l	19.5	28.88	28.94	32.58	23.6	27.37
Polr2m	6.98	6.93	7.96	8.41	7.59	8.08
Polr3a	49.6	51.62	58.12	57.02	60.85	55.1
Polr3b	7.8	7.85	7.39	7.85	7.4	7.28
Polr3c	9.95	9.75	13.12	11.72	10.18	9.68
Polr3d	17.92	20.21	18.91	19.78	20.64	21.14
Polr3e	3.74	3.98	3.56	4.06	3.52	3.23
Polr3f	8.57	9.02	6.99	7.64	5.21	9.89
Polr3g	1.1	1.33	0.69	0.85	0.91	0.89
Polr3gl	1.78	2.05	2.07	1.95	0.95	1.62
Polr3h	7.56	8.77	7.19	7.58	4.46	5.82
Polr3k	11.53	14.25	10.79	11.57	9.35	8.64
Polrmt	7.84	9.45	5.73	6.76	5.87	7.01
Pom121	80.56	76.03	84.73	82.29	83.8	80.92
Pom121l12	0.0	0.0	0.0	0.0	0.0	0.0
Pom121l2	0.03	0.02	0.03	0.0	0.02	0.03
Pomc	0.14	0.57	0.34	0.47	0.52	0.22
Pomgnt1	5.87	6.6	6.45	6.78	5.25	5.59
Pomgnt2	2.65	3.52	1.49	1.82	1.73	1.83
Pomk	1.01	1.13	0.92	0.92	0.64	0.73
Pomp	42.28	51.67	50.62	59.74	49.42	50.83
Pomt1	1.97	2.18	2.98	3.06	2.52	2.75
Pomt2	1.68	1.66	1.76	1.52	1.58	1.73
Pon1	0.11	0.14	0.13	0.09	0.0	0.02
Pon2	0.0	0.0	0.0	0.0	0.05	0.13
Pon3	0.21	0.06	0.06	0.11	0.05	0.11
Pop1	24.65	24.33	24.03	22.83	15.73	16.74
Pop4	41.8	46.25	24.03	23.41	16.37	16.12
Pop5	18.53	26.59	26.62	29.38	16.16	18.63
Pop7	14.24	17.86	15.25	18.76	11.99	15.65
Popdc2	5.06	5.41	3.78	3.41	4.9	5.33
Popdc3	0.3	0.44	0.04	0.3	0.35	0.43
Por	22.23	22.95	22.51	21.85	23.07	22.95
Porcn	0.0	0.0	0.0	0.0	0.0	0.08
Postn	0.24	0.31	0.7	0.66	0.53	0.74
Pot1a	11.79	11.63	10.27	11.59	9.58	9.46
Pot1b	5.81	6.02	6.6	6.45	5.73	4.5
Poteg	0.0	0.0	0.0	0.05	0.0	0.0
Pou1f1	0.05	0.0	0.0	0.0	0.0	0.0
Pou2af1	0.01	0.01	0.01	0.03	0.0	0.01
Pou2f1	13.38	13.18	13.53	15.39	13.86	13.48
Pou2f2	14.04	13.14	13.84	14.93	11.54	12.3
Pou2f3	1.22	1.13	0.77	0.77	1.17	0.91
Pou3f1	0.04	0.01	0.03	0.07	0.06	0.09
Pou3f2	0.04	0.02	0.0	0.0	0.02	0.0
Pou3f3	0.37	0.38	0.5	0.68	0.3	0.31
Pou3f4	0.0	0.0	0.06	0.0	0.05	0.03
Pou4f1	35.39	34.57	32.88	33.22	32.89	30.13
Pou4f2	0.0	0.0	0.0	0.0	0.0	0.0
Pou4f3	0.0	0.0	0.0	0.0	0.0	0.0
Pou5f1	160.66	180.69	188.0	201.68	203.44	204.56
Pou5f2	0.0	0.0	0.0	0.0	0.0	0.0
Pou6f1	0.01	0.03	0.05	0.06	0.02	0.05
Pou6f2	0.34	0.27	0.35	0.56	0.6	0.51
Pp2d1	0.07	0.18	0.1	0.18	0.04	0.2
Ppa1	83.4	87.35	80.56	80.17	85.02	97.14
Ppa2	14.39	18.67	16.39	20.84	18.59	20.42
Ppan	82.86	99.27	90.27	99.17	88.26	90.54
Ppap2a	10.01	11.66	10.55	11.21	9.63	9.61
Ppap2b	31.44	38.15	40.66	45.85	39.04	39.45
Ppap2c	2.56	3.26	3.0	2.94	2.86	3.11
Ppapdc1a	0.08	0.14	0.08	0.02	0.05	0.03
Ppapdc1b	27.13	26.45	20.38	21.81	20.74	21.8
Ppapdc2	6.67	7.23	4.3	5.74	4.06	4.84
Ppapdc3	2.23	2.31	2.91	3.49	3.4	3.09
Ppara	2.88	2.9	1.99	1.83	2.11	2.07
Ppard	22.4	20.4	20.4	18.5	22.53	21.67
Pparg	14.72	15.74	25.39	22.54	31.78	33.19
Ppargc1a	0.08	0.06	0.03	0.07	0.05	0.02
Ppargc1b	12.48	12.64	10.08	9.72	12.67	12.92
Ppat	0.35	0.23	0.37	0.4	0.38	0.32
Ppbp	0.0	0.0	0.0	0.0	0.0	0.0
Ppcdc	0.87	0.65	0.54	0.78	0.64	0.79
Ppcs	0.0	0.15	0.02	0.06	0.03	0.02
Ppdpf	3.2	4.28	5.01	8.8	4.95	4.95
Ppef1	6.45	7.15	6.3	6.53	6.86	6.81
Ppef2	0.33	0.55	0.49	0.36	0.51	0.78
Ppfia1	181.89	165.85	194.63	171.03	197.39	186.12
Ppfia2	0.01	0.0	0.0	0.0	0.0	0.0
Ppfia3	0.02	0.06	0.0	0.01	0.02	0.01
Ppfia4	0.15	0.13	0.21	0.22	0.26	0.21
Ppfibp1	14.22	12.1	20.45	16.03	14.39	14.05
Ppfibp2	57.63	54.35	70.95	71.87	76.66	77.41
Pphln1	23.7	26.74	26.1	29.52	21.89	22.75
Ppia	43.61	60.07	140.31	126.44	96.54	111.46
Ppib	52.81	59.44	85.75	89.91	74.78	77.62
Ppic	0.03	0.08	0.0	0.13	0.0	0.14
Ppid	18.86	19.14	14.96	17.82	17.53	16.83
Ppie	3.53	3.87	5.13	3.91	4.75	4.37
Ppif	4.99	6.45	4.38	5.4	4.06	4.5
Ppifos	0.0	0.0	0.0	0.0	0.0	0.0
Ppig	81.0	71.91	79.76	76.59	80.97	84.81
Ppih	27.73	32.32	24.8	26.44	25.28	24.09
Ppil1	2.04	2.64	0.99	1.99	1.88	2.26
Ppil2	24.22	26.1	24.09	26.02	25.68	23.57
Ppil3	5.22	6.7	6.79	7.43	7.2	6.7
Ppil4	53.4	52.79	51.29	53.01	49.34	52.38
Ppil6	0.5	0.35	0.51	0.68	0.34	0.99
Ppip5k1	1.43	1.62	1.36	1.46	1.15	1.11
Ppip5k2	74.13	67.81	70.7	57.31	87.58	84.4
Ppl	0.43	0.31	0.46	0.34	0.51	0.54
Ppm1a	49.87	45.98	47.56	38.88	50.8	47.42
Ppm1b	186.44	175.96	170.66	163.38	172.62	171.87
Ppm1d	21.44	21.74	17.57	19.77	17.51	17.59
Ppm1e	0.9	0.77	0.41	0.36	0.73	0.55
Ppm1f	0.27	0.53	0.28	0.36	0.33	0.32
Ppm1g	13.73	13.17	13.62	15.1	14.67	13.95
Ppm1h	24.89	25.51	20.05	23.16	21.36	20.18
Ppm1j	0.05	0.0	0.02	0.05	0.05	0.03
Ppm1k	0.39	0.49	0.57	0.66	0.39	0.57
Ppm1l	4.97	6.34	3.38	3.68	3.73	3.27
Ppm1m	1.03	1.87	0.42	0.61	0.4	0.37
Ppm1n	0.0	0.0	0.0	0.0	0.0	0.0
Ppme1	70.06	68.21	61.34	56.64	61.58	57.01
Ppox	1.73	2.57	1.78	2.34	2.19	2.62
Ppp1ca	30.83	34.62	40.58	39.9	38.0	35.76
Ppp1cb	19.13	17.55	16.67	17.01	16.31	15.01
Ppp1cc	15.98	17.01	17.58	18.95	17.54	19.26
Ppp1r10	39.98	41.97	52.91	60.01	54.77	50.97
Ppp1r11	16.26	20.42	19.53	22.05	14.3	17.59
Ppp1r12a	185.47	159.15	173.37	150.0	180.65	176.55
Ppp1r12b	11.83	11.97	6.67	6.27	7.67	7.62
Ppp1r12c	0.27	0.26	0.35	0.29	0.34	0.29
Ppp1r13b	33.0	33.35	24.11	24.59	34.65	31.32
Ppp1r13l	4.68	5.38	3.73	4.1	4.39	3.77
Ppp1r14a	0.41	0.0	0.16	0.39	0.07	0.07
Ppp1r14b	24.74	25.27	33.18	29.13	32.09	28.58
Ppp1r14c	0.15	0.13	0.16	0.2	0.18	0.13
Ppp1r14d	7.18	11.55	5.32	7.92	6.09	5.74
Ppp1r15a	65.38	67.48	85.64	77.14	74.82	73.66
Ppp1r15b	11.54	13.13	18.71	15.39	14.83	13.4
Ppp1r16a	0.03	0.11	0.01	0.04	0.01	0.05
Ppp1r16b	0.17	0.2	0.38	0.29	0.16	0.21
Ppp1r17	0.0	0.0	0.0	0.0	0.0	0.0
Ppp1r18	0.01	0.0	0.0	0.01	0.0	0.01
Ppp1r1a	0.07	0.11	0.04	0.18	0.13	0.0
Ppp1r1b	0.09	0.0	0.08	0.07	0.07	0.11
Ppp1r1c	0.0	0.0	0.0	0.0	0.0	0.01
Ppp1r2	2.24	3.16	2.35	1.8	2.15	1.86
Ppp1r2-ps3	0.49	0.36	0.46	1.21	0.44	0.46
Ppp1r2-ps7	0.0	0.0	0.0	0.0	0.0	0.0
Ppp1r2-ps9	0.0	0.0	0.0	0.0	0.0	0.0
Ppp1r21	17.92	18.91	16.79	15.14	16.36	13.87
Ppp1r26	0.81	0.81	0.75	0.86	0.79	0.79
Ppp1r27	0.06	0.0	0.22	0.0	0.15	0.08
Ppp1r32	0.0	0.0	0.0	0.0	0.0	0.0
Ppp1r35	5.12	4.84	6.26	6.34	5.46	5.75
Ppp1r36	0.0	0.0	0.0	0.0	0.0	0.0
Ppp1r37	33.24	31.56	36.42	32.22	37.56	33.17
Ppp1r3a	0.04	0.07	0.03	0.02	0.04	0.05
Ppp1r3b	0.91	1.0	0.69	0.52	0.88	0.84
Ppp1r3c	0.0	0.0	0.0	0.0	0.0	0.0
Ppp1r3d	25.42	24.7	20.94	23.34	21.71	20.9
Ppp1r3e	0.44	0.58	0.72	0.51	0.27	0.24
Ppp1r3f	0.87	0.85	0.68	1.21	1.02	0.87
Ppp1r3fos	0.09	0.19	0.08	0.06	0.08	0.03
Ppp1r3g	0.0	0.04	0.03	0.01	0.01	0.02
Ppp1r42	0.06	0.02	0.18	0.05	0.0	0.02
Ppp1r7	14.76	17.82	16.1	17.3	10.95	12.9
Ppp1r8	3.4	4.44	3.69	3.81	4.67	4.44
Ppp1r9a	1.68	1.33	0.9	0.9	1.14	1.2
Ppp1r9b	38.41	36.05	34.37	29.3	34.94	31.66
Ppp2ca	100.61	107.85	99.97	112.8	104.4	102.13
Ppp2cb	0.31	0.09	0.22	0.38	0.25	0.22
Ppp2r1a	44.31	44.13	53.65	53.47	47.93	43.93
Ppp2r1b	5.34	5.6	5.4	6.02	4.6	4.71
Ppp2r2a	27.8	25.97	30.06	29.0	29.7	30.87
Ppp2r2b	8.53	10.0	8.85	10.87	4.71	7.45
Ppp2r2c	0.2	0.21	0.26	0.31	0.38	0.32
Ppp2r2cos	0.0	0.0	0.0	0.0	0.0	0.0
Ppp2r2d	65.87	65.98	59.81	65.29	61.34	64.75
Ppp2r3a	0.28	0.49	0.4	0.59	0.36	0.42
Ppp2r3c	19.01	20.96	22.32	29.89	22.53	27.24
Ppp2r3d	0.14	0.1	0.22	0.21	0.11	0.08
Ppp2r4	14.83	14.04	20.36	20.54	20.22	15.75
Ppp2r5a	11.26	11.68	7.92	8.28	6.42	6.42
Ppp2r5b	9.61	9.29	10.31	10.61	11.94	12.48
Ppp2r5c	106.13	103.88	111.31	110.74	101.44	108.45
Ppp2r5d	44.87	47.51	57.19	53.53	56.34	58.46
Ppp2r5e	10.69	10.39	7.99	8.09	11.64	10.86
Ppp3ca	2.27	2.35	2.12	2.09	0.63	0.64
Ppp3cb	3.4	3.61	3.38	3.54	3.18	3.27
Ppp3cc	6.85	6.45	6.39	6.73	5.07	7.49
Ppp3r1	92.72	94.66	91.76	94.78	82.73	88.9
Ppp3r2	0.06	0.04	0.02	0.03	0.01	0.02
Ppp4c	37.93	43.96	37.35	41.34	37.71	38.49
Ppp4r1	6.17	6.49	6.16	7.42	6.34	7.11
Ppp4r1l-ps	0.02	0.06	0.03	0.01	0.0	0.02
Ppp4r2	115.61	111.37	87.74	89.89	94.86	96.31
Ppp4r4	0.26	0.21	0.28	0.37	0.3	0.42
Ppp5c	7.69	7.95	7.21	7.34	7.23	6.38
Ppp6c	7.41	6.88	7.1	9.5	7.21	6.71
Ppp6r1	20.45	21.56	15.71	15.85	15.28	14.14
Ppp6r2	5.87	5.41	8.24	8.09	7.64	8.45
Ppp6r3	36.19	35.16	31.42	31.28	30.97	33.71
Pprc1	9.1	8.88	9.62	10.24	10.43	8.38
Ppt1	5.16	7.05	5.69	5.94	5.45	5.76
Ppt2	45.04	48.03	42.59	43.29	43.38	42.77
Pptc7	26.57	25.42	21.66	24.07	22.33	23.26
Ppwd1	39.04	41.84	47.91	52.19	53.53	56.62
Ppy	0.0	0.0	0.0	0.0	0.0	0.0
Pqbp1	21.37	25.13	31.53	35.4	28.9	28.26
Pqlc1	1.2	1.49	1.06	1.11	3.24	3.39
Pqlc2	1.04	0.97	0.58	1.37	0.85	0.91
Pqlc3	0.05	0.02	0.08	0.2	0.09	0.04
Pradc1	25.08	30.94	28.99	29.82	26.16	29.18
Praf2	0.59	0.7	0.76	1.07	1.14	0.71
Pram1	0.19	0.23	0.33	0.37	0.32	0.23
Prame	0.0	0.0	0.0	0.0	0.0	0.0
Pramef12	203.76	227.04	237.35	274.71	251.96	251.02
Pramef17	3.14	2.74	0.0	0.0	0.02	0.0
Pramef25	0.08	0.06	0.56	0.28	0.23	0.27
Pramef6	0.23	0.11	0.18	0.17	0.29	0.21
Pramef8	8.89	8.64	5.73	5.37	4.99	4.23
Pramel1	0.04	0.0	0.06	0.12	0.04	0.04
Pramel3	0.0	0.0	0.0	0.0	0.0	0.0
Pramel4	0.04	0.04	0.04	0.03	0.05	0.01
Pramel5	0.08	0.09	0.02	0.12	0.07	0.14
Pramel6	0.0	0.0	0.0	0.0	0.0	0.0
Pramel7	0.0	0.0	0.0	0.0	0.0	0.0
Prap1	0.0	0.0	0.0	0.0	0.0	0.0
Prb1	0.0	0.0	0.0	0.0	0.0	0.0
Prc1	210.72	226.03	184.14	195.22	207.47	207.7
Prcc	7.02	7.59	7.72	9.03	7.72	7.76
Prcp	0.24	0.15	0.04	0.12	0.14	0.1
Prdm1	9.41	9.73	7.42	10.47	9.65	11.72
Prdm10	10.33	10.61	9.12	9.31	9.49	8.88
Prdm11	0.21	0.11	0.04	0.08	0.16	0.15
Prdm12	0.16	0.26	0.15	0.18	0.19	0.09
Prdm13	1.6	1.54	1.58	1.64	1.28	1.62
Prdm14	0.01	0.01	0.0	0.02	0.04	0.03
Prdm15	0.27	0.26	0.54	0.45	0.43	0.41
Prdm16	11.66	11.1	13.53	12.22	12.7	12.87
